n05_inner_then_outer_label_read_inner	outer calls inner (writes `Inner:`) then writes `Outer2:`; read `Inner.b`
n06_outer_binds_after_inner_read_inner	outer calls inner, then `.v := 3` in the outer body; read `Inner.v` after
n07_outer_binds_after_inner_read_base	outer calls inner, then `.v := 3` in the outer body; read `Base.v` after
n08_outer_label_after_inner_read_in_body	outer calls inner, then `.y:` in the outer body read as `.y` there
n09_outer_label_after_inner_read_inner_y_outside	outer calls inner, then `.y:` in the outer body; read `Inner.y` after outer
n10_outer_reads_caller_dot_after_inner	`.x:` under Base; outer calls inner, then reads `.x` in its body
n11_outer_label_then_inner_then_dot_read_outer_y	outer writes `Outer:`, calls inner, then `.y:`; the outer body reads `Outer.y`
n12_outer_label_then_inner_then_dot_read_inner_y	outer writes `Outer:`, calls inner, then `.y:`; the outer body reads `Inner.y`
n14_outer_dot_before_inner_read_after	outer body `.lp:`, calls inner (writes `Inner:`), then reads `.lp` in its body
n15_outer_dot_before_inner_read_after_file_inner	file `Inner:`/`.lp:`; outer body `.lp:`, calls inner (writes `Inner:`), then reads `.lp` in its body
n16_inner_label_directive_outer_dot_read_qualified	inner writes `Lx label *`; outer body then `.y:` and reads `Lx.y` in its body
n17_outer_forward_dot_after_inner	outer calls inner (writes `Inner:`), then `bra.s .y` forward to its own `.y:`
n18_outer_dot_after_inner_twice	outer (calls inner, then `.y:`) expanded twice; the second reads `.y` (no collision)
n13_three_deep	a calls b calls c, c writes `Deep:`; after a `.b := 2` read `Deep.b`
r01_file_rept_read_inner	file-level `rept 1` / `Inner:`; after `.b := 2` read `Inner.b`
r02_file_rept_read_base	file-level `rept 1` / `Inner:`; after `.b := 2` read `Base.b`
r03_macro_rept_read_inner	body `rept 1` / `Inner:`; after the call `.b := 2` read `Inner.b`
r04_macro_rept_read_base	body `rept 1` / `Inner:`; after the call `.b := 2` read `Base.b`
r05_file_irp_read_inner	file-level `irp` / `Inner:`; after `.b := 2` read `Inner.b`
r06_macro_irp_read_inner	body `irp` / `Inner:`; after the call `.b := 2` read `Inner.b`
r07_macro_irp_read_base	body `irp` / `Inner:`; after the call `.b := 2` read `Base.b`
r08_macro_irp_var_label_read_last	body `irp v,Aa,Bb` / `v:`; after the call `.b := 2` read `Bb.b`
r09_macro_rept2_read_inner	body `rept 2` / `Inner:`; after the call `.b := 2` read `Inner.b`
r11_macro_rept_label_then_dot_read_outside	body `rept 1` / `Inner:` / `endr`, then `.y:`; read `Inner.y` after the call
r12_macro_rept_label_then_dot_read_in_body	body `rept 1` / `Inner:` / `endr`, then `.y:`; the body reads `.y`
r10_file_rept_dot_before_read_after	`.x:` under Base; file-level `rept 1` / `Inner:`; read `.x` after
l_colon_alone_read_inner	body label spelled colon_alone; after the call `.b := 2` read `Inner.b`
l_colon_alone_read_base	body label spelled colon_alone; after the call `.b := 2` read `Base.b`
l_bare_alone_read_inner	body label spelled bare_alone; after the call `.b := 2` read `Inner.b`
l_bare_alone_read_base	body label spelled bare_alone; after the call `.b := 2` read `Base.b`
l_bare_data_read_inner	body label spelled bare_data; after the call `.b := 2` read `Inner.b`
l_bare_data_read_base	body label spelled bare_data; after the call `.b := 2` read `Base.b`
l_indented_colon_read_inner	body label spelled indented_colon; after the call `.b := 2` read `Inner.b`
l_indented_colon_read_base	body label spelled indented_colon; after the call `.b := 2` read `Base.b`
g01_globalsymbols_read_inner	`{GLOBALSYMBOLS}` body `Inner:`; after `.b := 2` read `Inner.b`
g02_globalsymbols_read_base	`{GLOBALSYMBOLS}` body `Inner:`; after `.b := 2` read `Base.b`
g03_intlabel_label_read_tbl	`{INTLABEL}` body `__LABEL__:`, called `Tbl mac`; after `.b := 2` read `Tbl.b`
g04_intlabel_label_read_base	`{INTLABEL}` body `__LABEL__:`, called `Tbl mac`; after `.b := 2` read `Base.b`
g05_intlabel_inner_read_inner	`{INTLABEL}` body `Inner:`, called `Tbl mac`; after `.b := 2` read `Inner.b`
g06_intlabel_inner_read_tbl	`{INTLABEL}` body `Inner:`, called `Tbl mac`; after `.b := 2` read `Tbl.b`
g07_call_label_body_inner_read_inner	plain macro called `Lbl mac`, body `Inner:`; after `.b := 2` read `Inner.b`
g08_call_label_body_inner_read_lbl	plain macro called `Lbl mac`, body `Inner:`; after `.b := 2` read `Lbl.b`
g09_call_label_no_body_label_read_lbl	plain macro called `Lbl mac`, no body label; after `.b := 2` read `Lbl.b` (control)
g10_plain_outer_gs_inner_read_inner	plain outer calls `{GLOBALSYMBOLS}` inner writing `Inner:`; read `Inner.b` after outer
g11_gs_outer_plain_inner_read_inner	`{GLOBALSYMBOLS}` outer calls plain inner writing `Inner:`; read `Inner.b` after outer
g12_plain_outer_gs_inner_read_base	plain outer calls `{GLOBALSYMBOLS}` inner writing `Inner:`; read `Base.b` after outer
g13_gs_outer_plain_inner_read_base	`{GLOBALSYMBOLS}` outer calls plain inner writing `Inner:`; read `Base.b` after outer
v01_body_bind_read_inner	body `Inner:` then `.v := 5`; read `Inner.v` after the call
v02_body_bind_read_base	body `Inner:` then `.v := 5`; read `Base.v` after the call
v03_body_reads_caller_dot	`.x:` under Base; body `Inner:` then reads `.x`
v04_body_reads_caller_dot_file_inner	file `Inner:`/`.x:`; `.x:` under Base; body `Inner:` then reads `.x`
v05_body_bind_before_label_read_base	body `.v := 5` then `Inner:`; read `Base.v` after the call
v06_body_reads_caller_dot_before_label	`.x:` under Base; body reads `.x` then writes `Inner:`
v08_body_dot_before_label_read_after	body `.lp:`, then `Inner:`, then reads `.lp`
v09_body_bind_after_label_read_in_body	body `Inner:`, `.v := 5`, then reads `.v` in the body
v10_body_bind_after_label_read_qualified_in_body	body `Inner:`, `.v := 5`, then reads `Inner.v` in the body
v11_outer_label_dot_inner_reads_dot	outer body `Lp:` and `.x:`, then calls inner, which reads `.x`
v12_outer_label_inner_reads_dot_forward	outer body `Lp:`, calls inner, which reads `.x`; outer defines `.x:` after
v13_body_label_reads_dot_file_inner_forward	body `Inner:` reads `.x`; the file-level `Inner:`/`.x:` comes after the call
v14_body_label_bind_dot_file_inner	file `Inner:`/`.x:`; body `Inner:`, `.v := 5`, then reads `.x`
v07_body_own_dot_after_label	body `Inner:` then `.q:` and `dc.w .q` (control)
f01_forced_passes_read_inner	a11 shape with an unrelated forward reference forcing more passes; read `Inner.b`
f02_forced_passes_dot_forward	`.x` read after the call, defined later in the same scope; forced passes
